customer_id,full_name,gender,age,province,segment,avg_balance,cc_limit
"C2_000722,""drg. Nilam Sihombing, S.Sos"",L,34,Jawa Tengah,Priority,504823874,50000000"
C2_000723,drg. Virman Simbolon,P,50,Jawa Timur,Priority,391317575,50000000
C2_000724,Ayu Prasasta,L,56,DKI Jakarta,Priority,761033484,50000000
"C2_000725,""dr. Kani Gunarto, S.Sos"",P,32,DKI Jakarta,Priority,674669362,50000000"
C2_000726,R. Hasta Winarsih,L,37,Sumatera Barat,Priority,856502912,50000000
C2_000727,Sari Pratiwi,P,27,Sumatera Utara,Priority,551640732,20000000
C2_000728,Hj. Carla Puspasari,L,39,DKI Jakarta,Priority,895285772,50000000
C2_000729,R. Cecep Sitorus,L,45,Bali,Priority,309269417,20000000
C2_000730,Najwa Laksmiwati,P,53,Jawa Barat,Priority,265841052,20000000
C2_000731,Tgk. Wisnu Sirait,P,51,DKI Jakarta,Priority,241941469,50000000
C2_000732,dr. Irnanto Padmasari,L,54,Sulawesi Selatan,Priority,981475855,50000000
C2_000733,Asman Laksmiwati,P,38,Jawa Timur,Priority,247553979,50000000
C2_000734,Makara Simbolon,L,39,Jawa Timur,Priority,528936168,20000000
"C2_000735,""R. Ifa Novitasari, M.M."",P,38,Jawa Barat,Priority,705747745,100000000"
C2_000736,R. Parman Sihotang,P,49,Jawa Timur,Priority,649024118,100000000
C2_000737,Kawaca Siregar,L,51,Sumatera Utara,Priority,328224935,20000000
"C2_000738,""dr. Laras Rajasa, S.Gz"",L,26,DI Yogyakarta,Priority,970759234,50000000"
"C2_000739,""dr. Jaga Puspita, S.H."",L,41,Jawa Barat,Priority,570827228,50000000"
C2_000740,R.A. Puji Gunarto,L,39,Jawa Timur,Priority,426045789,20000000
C2_000741,Ganda Waluyo,L,51,Bali,Priority,303828022,50000000
"C2_000742,""T. Aris Mahendra, S.Sos"",P,34,Sumatera Barat,Priority,356931129,20000000"
"C2_000743,""drg. Wadi Siregar, M.TI."",L,33,Riau,Priority,180625075,50000000"
"C2_000744,""Teguh Kuswandari, S.IP"",P,27,Sulawesi Selatan,Priority,568856673,50000000"
C2_000745,Among Hutapea,P,48,Sumatera Barat,Priority,974959747,20000000
"C2_000746,""Kairav Wahyudin, S.Sos"",P,25,Sumatera Utara,Priority,301828143,100000000"
"C2_000747,""Ella Wastuti, S.IP"",P,62,Riau,Priority,412276295,100000000"
C2_000748,Tgk. Daru Suartini,P,30,Riau,Priority,827263982,100000000
C2_000749,Prabowo Firmansyah,P,29,Bali,Priority,631145583,50000000
"C2_000750,""Indah Hidayat, S.Pd"",L,28,Jawa Tengah,Priority,768242833,100000000"
"C2_000751,""Ir. Anita Wijayanti, S.E.I"",L,27,Sumatera Barat,Priority,85025919,100000000"
C2_000752,Oni Ramadan,P,54,Jawa Tengah,Priority,849429973,100000000
"C2_000753,""Puti Nainggolan, S.H."",L,60,DKI Jakarta,Priority,994337929,100000000"
"C2_000754,""Tgk. Raina Dongoran, S.Pt"",L,47,DI Yogyakarta,Priority,710686706,100000000"
"C2_000755,""Lasmanto Pradipta, M.Kom."",L,31,Riau,Priority,384670605,100000000"
C2_000756,Agus Sitompul,L,56,Sumatera Barat,Priority,298568754,20000000
C2_000757,Kambali Waluyo,L,34,Bali,Priority,950074869,100000000
C2_000758,drg. Bakti Novitasari,P,61,Jawa Tengah,Priority,486923757,50000000
C2_000759,Ika Pratiwi,L,57,Jawa Tengah,Priority,963387870,20000000
C2_000760,Citra Pradipta,P,50,Sumatera Utara,Priority,345493421,50000000
"C2_000761,""Mala Natsir, S.H."",P,55,Jawa Timur,Priority,423251777,100000000"
C2_000762,Tantri Salahudin,L,54,Jawa Tengah,Priority,480857020,100000000
C2_000763,Vivi Nasyiah,P,47,DKI Jakarta,Priority,702739457,100000000
C2_000764,Manah Wasita,P,53,Riau,Priority,242007586,50000000
C2_000765,Anita Mulyani,L,32,Jawa Timur,Priority,958196897,100000000
C2_000766,Akarsana Hidayat,P,40,Sumatera Utara,Priority,547267036,100000000
C2_000767,Lega Haryanto,L,33,Sulawesi Selatan,Priority,206929861,100000000
"C2_000768,""Ir. Nabila Setiawan, S.Pt"",P,28,Riau,Priority,817499715,100000000"
C2_000769,Alika Iswahyudi,L,43,DI Yogyakarta,Priority,66024128,100000000
C2_000770,Drs. Queen Latupono,L,63,Jawa Timur,Priority,715204386,100000000
C2_000771,Jagapati Uwais,P,37,Jawa Tengah,Priority,295102767,20000000
C2_000772,Tgk. Ciaobella Hutasoit,P,36,Sumatera Utara,Priority,167774382,100000000
C2_000773,Ikin Susanti,P,33,DKI Jakarta,Priority,874382681,20000000
C2_000774,Laksana Wibowo,P,36,Sumatera Barat,Priority,592901468,100000000
C2_000775,Mila Firgantoro,L,48,Jawa Tengah,Priority,656948362,20000000
C2_000776,Ellis Palastri,L,37,DI Yogyakarta,Priority,811413821,50000000
"C2_000777,""drg. Kania Maheswara, M.Farm"",P,59,Sulawesi Selatan,Priority,251863026,50000000"
"C2_000778,""Raisa Mangunsong, M.TI."",L,56,DI Yogyakarta,Priority,982835872,20000000"
C2_000779,Nabila Anggriawan,P,62,Sumatera Utara,Priority,484821025,100000000
C2_000780,Talia Yolanda,P,38,Sumatera Utara,Priority,227707614,50000000
C2_000781,drg. Dadap Najmudin,L,26,DI Yogyakarta,Priority,668158409,50000000
C2_000782,Ozy Waskita,P,45,Bali,Priority,87776378,100000000
"C2_000783,""KH. Lega Samosir, M.Ak"",L,55,Sumatera Barat,Priority,928882075,50000000"
"C2_000784,""Dr. Eva Nababan, M.M."",L,59,Sulawesi Selatan,Priority,347210390,20000000"
C2_000785,H. Kayun Hardiansyah,L,40,DI Yogyakarta,Priority,387871920,100000000
C2_000786,Galih Astuti,L,64,DKI Jakarta,Priority,448189276,20000000
C2_000787,Zalindra Rahimah,L,50,Sumatera Utara,Priority,895459020,20000000
"C2_000788,""Ir. Bakti Wahyudin, S.T."",L,62,Jawa Barat,Priority,252182254,100000000"
C2_000789,Wira Nurdiyanti,L,27,Jawa Tengah,Priority,82630937,50000000
"C2_000790,""Ir. Muni Hardiansyah, S.E.I"",P,61,Sumatera Barat,Priority,104628496,20000000"
"C2_000791,""Cut Siti Palastri, S.Gz"",L,60,Jawa Barat,Priority,779208106,50000000"
"C2_000792,""Tgk. Aurora Sirait, S.Gz"",P,62,Jawa Barat,Priority,926627552,20000000"
C2_000793,Timbul Hastuti,L,26,DI Yogyakarta,Priority,447411642,100000000
C2_000794,Jaiman Kusmawati,P,46,Bali,Priority,944564216,100000000
"C2_000795,""Dr. Wani Rajasa, S.I.Kom"",L,27,Sulawesi Selatan,Priority,274445141,100000000"
C2_000796,Eli Mansur,L,64,Jawa Barat,Priority,94742465,50000000
C2_000797,Harsaya Zulkarnain,L,50,Riau,Priority,794403750,20000000
"C2_000798,""Kamidin Waluyo, S.E."",P,51,Jawa Barat,Priority,478870169,100000000"
"C2_000799,""Silvia Hartati, S.H."",P,62,Riau,Priority,678418269,20000000"
C2_000800,Sabrina Zulkarnain,L,32,Sumatera Utara,Priority,760568853,20000000
C2_000801,Queen Sihotang,P,47,Jawa Tengah,Priority,747054997,100000000
C2_000802,Padmi Budiman,L,30,Riau,Priority,201212375,20000000
"C2_000803,""Dian Manullang, S.H."",P,49,Riau,Priority,276464697,20000000"
C2_000804,drg. Ajiono Budiman,P,40,Bali,Priority,276155548,100000000
C2_000805,Tari Wahyuni,L,50,Jawa Barat,Priority,708723954,20000000
C2_000806,Sutan Balamantri Maryadi,L,39,Sumatera Utara,Priority,280573321,100000000
"C2_000807,""R. Diah Mangunsong, S.H."",P,56,DI Yogyakarta,Priority,910897761,50000000"
C2_000808,Clara Wahyuni,P,64,DI Yogyakarta,Priority,432099860,20000000
C2_000809,Karsa Permadi,P,43,Sumatera Utara,Priority,814868540,100000000
C2_000810,R. Hartaka Napitupulu,L,38,Jawa Timur,Priority,64978677,50000000
C2_000811,Malik Pertiwi,P,59,DKI Jakarta,Priority,515360506,20000000
"C2_000812,""Dr. Ibun Purnawati, M.Kom."",L,50,Jawa Tengah,Priority,619282470,100000000"
C2_000813,Salman Permata,P,61,Sumatera Utara,Priority,917836620,20000000
C2_000814,Nabila Hasanah,P,37,Riau,Priority,488422266,50000000
"C2_000815,""Hj. Farah Yuniar, S.H."",L,32,Riau,Priority,777186683,20000000"
"C2_000816,""Citra Prayoga, S.Pd"",L,38,Sumatera Utara,Priority,114854528,100000000"
C2_000817,R.M. Luthfi Sihotang,L,50,Jawa Timur,Priority,383426168,20000000
C2_000818,Wirda Hakim,P,54,DI Yogyakarta,Priority,720458139,20000000
"C2_000819,""R. Opung Rahimah, S.IP"",P,64,Riau,Priority,336255829,20000000"
"C2_000820,""Tania Permata, S.Farm"",P,37,Bali,Priority,480923658,50000000"
"C2_000821,""Juli Melani, M.Kom."",L,60,Sulawesi Selatan,Priority,935839782,50000000"
C2_000822,Ganjaran Rahayu,L,35,Jawa Barat,Priority,732213499,20000000
C2_000823,Drs. Mahfud Usada,L,26,Jawa Tengah,Priority,97406276,50000000
C2_000824,Tiara Prasetyo,P,54,Sumatera Utara,Priority,681623057,50000000
C2_000825,Febi Purnawati,P,48,DI Yogyakarta,Priority,659003027,100000000
"C2_000826,""Restu Gunarto, S.I.Kom"",P,42,Sumatera Utara,Priority,707827147,50000000"
C2_000827,Kamaria Utami,L,47,Jawa Timur,Priority,565698132,50000000
C2_000828,Candrakanta Sitompul,P,30,DKI Jakarta,Priority,742410202,50000000
C2_000829,Lala Suwarno,L,35,Sulawesi Selatan,Priority,893778361,20000000
C2_000830,Kayla Haryanto,P,31,Jawa Tengah,Priority,741283889,20000000
C2_000831,Yahya Astuti,L,57,Riau,Priority,605169448,50000000
C2_000832,Jessica Nugroho,P,34,DI Yogyakarta,Priority,127341281,100000000
"C2_000833,""Wani Waskita, S.Pd"",P,45,Jawa Timur,Priority,63055633,50000000"
C2_000834,Shania Ramadan,L,33,Jawa Barat,Priority,765030177,100000000
"C2_000835,""drg. Devi Winarno, S.Kom"",L,54,Sulawesi Selatan,Priority,997335412,100000000"
C2_000836,Rahayu Zulkarnain,L,49,Sumatera Barat,Priority,907338829,50000000
"C2_000837,""Tgk. Kiandra Napitupulu, S.IP"",L,49,DKI Jakarta,Priority,142432742,100000000"
"C2_000838,""Winda Wijayanti, M.M."",P,48,DI Yogyakarta,Priority,190047680,100000000"
C2_000839,Hj. Rahayu Lestari,L,36,Bali,Priority,137425149,100000000
C2_000840,Paulin Hutapea,P,31,Sumatera Barat,Priority,131814235,50000000
C2_000841,Leo Nurdiyanti,P,58,DI Yogyakarta,Priority,571919848,100000000
C2_000842,Puspa Hassanah,P,27,Jawa Barat,Priority,539851162,50000000
C2_000843,R.M. Gaiman Salahudin,L,30,DI Yogyakarta,Priority,691249309,20000000
C2_000844,Danang Yuliarti,L,51,DKI Jakarta,Priority,573241045,50000000
C2_000845,Jamil Firmansyah,L,43,Sumatera Barat,Priority,189649355,20000000
"C2_000846,""Balamantri Hutapea, S.E.I"",L,32,Riau,Priority,394075007,20000000"
C2_000847,Dr. Pandu Hariyah,L,60,Jawa Tengah,Priority,178644320,50000000
C2_000848,Padmi Uyainah,L,63,Sumatera Barat,Priority,198305192,20000000
"C2_000849,""Dodo Megantara, S.I.Kom"",L,60,Riau,Priority,96656751,50000000"
C2_000850,Kasiyah Haryanto,L,42,Sumatera Barat,Priority,606086264,50000000
"C2_000851,""Cut Anastasia Safitri, S.Sos"",P,31,Jawa Barat,Priority,843717104,100000000"
C2_000852,Calista Budiman,P,25,Jawa Barat,Priority,266538045,20000000
C2_000853,Puti Septi Mandala,L,29,Sulawesi Selatan,Priority,829068160,50000000
"C2_000854,""Dr. Paramita Winarsih, S.Gz"",P,38,DI Yogyakarta,Priority,380439300,50000000"
"C2_000855,""Okta Sitorus, M.Farm"",L,25,DKI Jakarta,Priority,83741743,20000000"
C2_000856,drg. Harjaya Tarihoran,L,36,Jawa Tengah,Priority,599152388,20000000
C2_000857,Kania Waluyo,L,43,DI Yogyakarta,Priority,291472582,20000000
"C2_000858,""Genta Uwais, S.E.I"",P,26,Jawa Barat,Priority,943976403,20000000"
C2_000859,Zizi Gunarto,L,38,Sumatera Utara,Priority,561809840,50000000
C2_000860,Ami Hastuti,P,27,Sulawesi Selatan,Priority,980957125,20000000
"C2_000861,""Ina Nashiruddin, S.I.Kom"",P,59,Jawa Tengah,Priority,336111321,50000000"
C2_000862,Wage Prabowo,L,37,Sumatera Utara,Priority,210925500,20000000
C2_000863,Yani Mahendra,P,27,Sumatera Utara,Priority,155192614,100000000
C2_000864,Zulfa Susanti,P,38,Riau,Priority,715767501,20000000
C2_000865,Yusuf Jailani,L,58,DI Yogyakarta,Priority,286870320,20000000
C2_000866,Wulan Thamrin,L,33,DI Yogyakarta,Priority,922674573,50000000
C2_000867,Galiono Yolanda,L,34,DKI Jakarta,Priority,979645075,50000000
C2_000868,Wani Nainggolan,L,32,Bali,Priority,295597625,100000000
C2_000869,Hartana Pertiwi,L,53,Bali,Priority,599568939,100000000
C2_000870,Queen Latupono,P,63,Sumatera Utara,Priority,271511816,20000000
"C2_000871,""H. Bakidin Wulandari, S.H."",P,57,Riau,Priority,65768254,50000000"
"C2_000872,""drg. Rahmi Hutapea, S.H."",P,47,Sulawesi Selatan,Priority,135995001,20000000"
"C2_000873,""Dr. Gantar Sihombing, S.Gz"",P,32,Sulawesi Selatan,Priority,606400061,50000000"
C2_000874,Rizki Puspita,P,64,Sulawesi Selatan,Priority,139791749,50000000
"C2_000875,""T. Emil Handayani, S.E.I"",L,62,Riau,Priority,740376293,50000000"
C2_000876,Danang Rahayu,P,47,Jawa Timur,Priority,575119786,50000000
"C2_000877,""Jaiman Lestari, M.TI."",L,60,Jawa Barat,Priority,257403839,100000000"
"C2_000878,""Sarah Pudjiastuti, S.H."",P,44,DKI Jakarta,Priority,245981408,50000000"
C2_000879,Bahuwarna Pranowo,P,36,Jawa Barat,Priority,879137707,100000000
C2_000880,Unjani Puspasari,P,60,Jawa Barat,Priority,197347460,100000000
C2_000881,Ella Fujiati,L,33,DKI Jakarta,Priority,693947660,20000000
C2_000882,Harjaya Saragih,P,57,Sumatera Barat,Priority,201651703,20000000
C2_000883,Viktor Nababan,L,30,Jawa Tengah,Priority,850149134,100000000
C2_000884,Unjani Kusmawati,P,56,Sulawesi Selatan,Priority,783941484,100000000
C2_000885,Kamal Winarsih,P,25,Sulawesi Selatan,Priority,339180159,100000000
C2_000886,Bagya Sihombing,L,48,Sumatera Barat,Priority,124607478,50000000
C2_000887,Tasnim Yuliarti,L,53,Bali,Priority,91414649,50000000
"C2_000888,""R. Amalia Damanik, S.Pt"",P,32,DKI Jakarta,Priority,153330721,100000000"
"C2_000889,""Gamanto Yuniar, S.Pt"",P,37,Sumatera Utara,Priority,206324023,100000000"
C2_000890,dr. Harjasa Waluyo,P,49,Jawa Tengah,Priority,635188552,100000000
C2_000891,Tania Maheswara,P,53,Riau,Priority,881562073,20000000
C2_000892,Ir. Chandra Tamba,L,48,Riau,Priority,474865915,20000000
C2_000893,Kania Habibi,P,51,DI Yogyakarta,Priority,474731093,50000000
"C2_000894,""Cakrabuana Manullang, S.Psi"",L,50,Jawa Barat,Priority,65154663,50000000"
C2_000895,dr. Raditya Usamah,L,44,Sulawesi Selatan,Priority,685541827,20000000
C2_000896,Karen Puspita,P,28,Riau,Priority,365424380,50000000
C2_000897,Queen Hastuti,L,46,Jawa Timur,Priority,974170030,50000000
C2_000898,Mumpuni Aryani,P,31,Sumatera Barat,Priority,311953819,100000000
C2_000899,Jamil Napitupulu,P,42,Riau,Priority,218373498,100000000
C2_000900,Dt. Bagya Oktaviani,L,34,DKI Jakarta,Priority,412999807,20000000
C2_000901,Keisha Tampubolon,L,55,Jawa Tengah,Priority,259196158,100000000
C2_000902,Sutan Johan Utama,P,50,Sumatera Utara,Priority,502343587,50000000
C2_000903,Kasiyah Uyainah,P,50,Jawa Barat,Priority,485594112,100000000
C2_000904,Pangestu Firgantoro,L,49,DI Yogyakarta,Priority,143751517,50000000
C2_000905,Julia Zulkarnain,L,42,DI Yogyakarta,Priority,959484362,20000000
C2_000906,Drs. Maida Irawan,L,48,Sumatera Utara,Priority,656846282,100000000
C2_000907,Tri Novitasari,P,39,Jawa Barat,Priority,227232168,20000000
C2_000908,Cemeti Sinaga,P,32,Sumatera Barat,Priority,481959734,100000000
C2_000909,Sutan Cayadi Tamba,L,49,Sumatera Barat,Priority,557200068,100000000
"C2_000910,""drg. Harto Maulana, S.Ked"",P,59,Bali,Priority,314469210,100000000"
C2_000911,Maria Habibi,P,48,DI Yogyakarta,Priority,513685078,20000000
"C2_000912,""R.A. Jamalia Nainggolan, S.Sos"",L,64,Jawa Barat,Priority,363652280,100000000"
"C2_000913,""Laila Lestari, S.IP"",L,62,Jawa Tengah,Priority,489263186,50000000"
C2_000914,Kunthara Winarsih,L,45,Jawa Tengah,Priority,867966580,100000000
"C2_000915,""Yuni Kuswoyo, M.Pd"",P,25,Jawa Tengah,Priority,871062658,100000000"
C2_000916,R. Halima Pudjiastuti,P,50,DI Yogyakarta,Priority,243738543,50000000
C2_000917,Garda Mansur,L,34,Sumatera Utara,Priority,639011514,20000000
C2_000918,T. Karja Palastri,P,50,Riau,Priority,268613616,20000000
"C2_000919,""dr. Taufik Padmasari, S.I.Kom"",P,26,Sulawesi Selatan,Priority,54950819,50000000"
"C2_000920,""drg. Agnes Permadi, M.Pd"",L,64,DI Yogyakarta,Priority,430278604,100000000"
C2_000921,Paiman Susanti,L,38,Sumatera Utara,Priority,283170397,50000000
C2_000922,Sutan Ihsan Anggriawan,P,57,Sulawesi Selatan,Priority,636588328,50000000
C2_000923,Bancar Yuniar,P,63,Bali,Priority,888052937,100000000
C2_000924,Zalindra Maryati,P,25,Sulawesi Selatan,Priority,291500730,50000000
C2_000925,Drs. Widya Simanjuntak,L,54,Riau,Priority,230108449,20000000
C2_000926,Damu Prayoga,P,61,Sumatera Barat,Priority,566206109,20000000
C2_000927,Dasa Budiman,P,42,Jawa Barat,Priority,881891544,20000000
C2_000928,Indah Pratama,P,54,Jawa Tengah,Priority,941419446,50000000
C2_000929,Azalea Uwais,L,51,Bali,Priority,980258419,100000000
C2_000930,Arta Hastuti,P,54,Jawa Timur,Priority,564986852,20000000
C2_000931,Asmadi Prasetya,P,60,Jawa Barat,Priority,737972304,100000000
"C2_000932,""Drs. Indra Pangestu, S.Psi"",P,45,Jawa Barat,Priority,505281251,100000000"
"C2_000933,""Salwa Sitompul, S.Kom"",L,40,Jawa Timur,Priority,655037543,20000000"
"C2_000934,""Drs. Carub Megantara, S.Kom"",L,41,Jawa Timur,Priority,905248991,50000000"
"C2_000935,""Yance Januar, M.M."",P,42,DKI Jakarta,Priority,119108501,20000000"
C2_000936,Luhung Siregar,P,58,Sulawesi Selatan,Priority,434869750,50000000
C2_000937,Bakti Iswahyudi,L,45,Jawa Tengah,Priority,873431520,100000000
C2_000938,Maida Rahmawati,P,36,Riau,Priority,403793014,20000000
C2_000939,R.A. Sabrina Waskita,P,55,Sulawesi Selatan,Priority,752746133,20000000
C2_000940,Edward Hasanah,L,34,Jawa Tengah,Priority,361061347,50000000
C2_000941,Martana Rahmawati,L,28,Bali,Priority,417546961,50000000
C2_000942,Padma Putra,P,39,Bali,Priority,190311771,100000000
"C2_000943,""Salwa Puspasari, S.Pd"",L,52,Jawa Barat,Priority,356495884,20000000"
C2_000944,Wakiman Sitorus,P,31,Sumatera Utara,Priority,926611025,20000000
C2_000945,Hamima Latupono,L,35,Riau,Priority,885303190,20000000
C2_000946,Zalindra Tamba,L,53,Riau,Priority,297193570,50000000
C2_000947,Indra Wibisono,P,58,Sumatera Barat,Priority,621628617,50000000
C2_000948,Bakijan Wibisono,L,54,Jawa Timur,Priority,166926457,20000000
C2_000949,Cinta Pradana,L,51,Sumatera Barat,Priority,57058701,50000000
C2_000950,Paulin Padmasari,P,49,Riau,Priority,564039199,100000000
C2_000951,Titin Mardhiyah,P,62,DKI Jakarta,Priority,780173946,20000000
C2_000952,T. Langgeng Hakim,P,64,DKI Jakarta,Priority,385418269,20000000
C2_000953,Vera Januar,P,47,Jawa Timur,Priority,921391378,100000000
C2_000954,Ir. Surya Sudiati,L,53,Sumatera Utara,Priority,830484420,20000000
C2_000955,R. Balijan Wahyudin,P,35,Riau,Priority,497412985,20000000
C2_000956,Lasmanto Lestari,P,28,Riau,Priority,574223151,20000000
C2_000957,Farah Yuliarti,L,60,Jawa Tengah,Priority,912885983,20000000
"C2_000958,""Yunita Mulyani, S.Gz"",P,55,DKI Jakarta,Priority,689677305,50000000"
C2_000959,Lulut Saptono,L,34,Jawa Tengah,Priority,150390217,100000000
C2_000960,Jagapati Hutagalung,L,40,Sumatera Barat,Priority,806757124,20000000
C2_000961,Gadang Siregar,L,54,Sumatera Utara,Priority,562048333,50000000
C2_000962,Wadi Hutasoit,L,59,Jawa Timur,Priority,861512041,20000000
C2_000963,Sutan Cahya Sihombing,P,41,Sulawesi Selatan,Priority,181285674,50000000
"C2_000964,""dr. Marwata Farida, M.M."",L,29,Riau,Priority,103368210,50000000"
C2_000965,Tiara Salahudin,P,27,DI Yogyakarta,Priority,276271562,100000000
"C2_000966,""Hj. Humaira Narpati, S.Pd"",P,40,Bali,Priority,633399906,50000000"
C2_000967,T. Umaya Mustofa,L,28,Jawa Timur,Priority,888739110,20000000
C2_000968,Zelda Hartati,L,33,Bali,Priority,136887405,100000000
C2_000969,Dr. Betania Hasanah,P,28,DI Yogyakarta,Priority,531365861,100000000
C2_000970,Elvina Hidayat,L,45,Jawa Tengah,Priority,709218389,20000000
C2_000971,Jinawi Damanik,L,34,Jawa Timur,Priority,502219706,20000000
C2_000972,Aswani Saputra,P,55,Jawa Timur,Priority,501179244,100000000
"C2_000973,""Banawa Sudiati, S.Kom"",L,41,Jawa Barat,Priority,287755117,50000000"
"C2_000974,""Cut Jelita Winarno, S.Psi"",P,40,Sulawesi Selatan,Priority,189778141,100000000"
C2_000975,Vanya Kuswoyo,L,63,DI Yogyakarta,Priority,724708659,100000000
C2_000976,R. Ratna Najmudin,L,30,Jawa Tengah,Priority,985516509,20000000
C2_000977,Sakura Permadi,P,54,Sumatera Utara,Priority,292140398,20000000
"C2_000978,""Rahmi Prabowo, S.Kom"",L,39,Jawa Timur,Priority,572557361,20000000"
C2_000979,Ir. Ghani Utami,P,55,Bali,Priority,609714517,100000000
C2_000980,Tami Laksita,L,54,Sumatera Utara,Priority,241045738,100000000
"C2_000981,""Ir. Ade Maryadi, S.Ked"",P,61,Jawa Barat,Priority,186026485,20000000"
"C2_000982,""Ana Sihombing, S.I.Kom"",L,40,Sulawesi Selatan,Priority,449582478,100000000"
C2_000983,Ifa Hidayanto,P,60,DI Yogyakarta,Priority,531991995,20000000
C2_000984,Kamaria Hakim,P,26,Bali,Priority,299601058,100000000
C2_000985,Citra Rajata,L,52,Jawa Tengah,Priority,331864738,50000000
C2_000986,Kiandra Sirait,P,64,Bali,Priority,599200896,20000000
C2_000987,Joko Situmorang,P,41,Sulawesi Selatan,Priority,863586990,50000000
"C2_000988,""Paiman Adriansyah, S.E.I"",L,62,DKI Jakarta,Priority,189208638,20000000"
C2_000989,Praba Haryanti,L,60,Sumatera Barat,Priority,950674668,20000000
C2_000990,Wage Suryatmi,P,56,Sulawesi Selatan,Priority,187483374,100000000
"C2_000991,""Belinda Suryatmi, S.T."",P,49,Jawa Timur,Priority,527578484,20000000"
C2_000992,KH. Digdaya Prasetya,P,37,DKI Jakarta,Priority,363465881,50000000
C2_000993,Balidin Firmansyah,L,38,Sulawesi Selatan,Priority,538735035,50000000
"C2_000994,""Ir. Wani Santoso, M.Farm"",L,49,Sulawesi Selatan,Priority,369353150,100000000"
"C2_000995,""Jaswadi Hardiansyah, S.Psi"",P,59,DKI Jakarta,Priority,266484561,20000000"
C2_000996,Kasim Sihotang,L,53,Sulawesi Selatan,Priority,239735978,20000000
"C2_000997,""Prakosa Astuti, M.M."",P,39,Jawa Tengah,Priority,663304273,100000000"
C2_000998,dr. Timbul Laksmiwati,L,39,Bali,Priority,642390879,20000000
C2_000999,Dalima Haryanti,L,64,Jawa Barat,Priority,264199589,20000000
"C2_001000,""Vero Puspasari, S.Pt"",P,41,Sumatera Barat,Priority,469259641,50000000"
C2_001001,Endra Firmansyah,L,49,Sulawesi Selatan,Priority,969445146,50000000
C2_001002,Jabal Usada,L,47,Sumatera Utara,Priority,822937392,50000000
"C2_001003,""Dr. Elvina Pertiwi, M.TI."",L,56,Jawa Barat,Priority,758009271,50000000"
C2_001004,Rahmi Wibowo,P,55,DKI Jakarta,Priority,856368220,20000000
C2_001005,Rachel Waskita,L,47,Sumatera Utara,Priority,300407600,20000000
"C2_001006,""H. Cecep Maulana, S.Kom"",P,62,Sumatera Utara,Priority,299829800,50000000"
C2_001007,Cakrabuana Mayasari,L,41,Jawa Tengah,Priority,751377723,20000000
C2_001008,Tasnim Nainggolan,P,53,Sulawesi Selatan,Priority,82214910,100000000
"C2_001009,""Raden Megantara, S.Kom"",L,26,Sumatera Barat,Priority,475939298,100000000"
C2_001010,Paiman Fujiati,L,35,Sumatera Barat,Priority,471003862,20000000
"C2_001011,""Drs. Adikara Hutagalung, S.E.I"",L,40,Jawa Timur,Priority,510243255,20000000"
"C2_001012,""Drs. Juli Firmansyah, M.TI."",P,41,Sumatera Utara,Priority,860725067,50000000"
"C2_001013,""Janet Prastuti, S.Sos"",L,45,Jawa Tengah,Priority,276551229,50000000"
C2_001014,Respati Wibowo,P,45,Bali,Priority,710957812,100000000
C2_001015,Diana Hutasoit,P,30,Jawa Tengah,Priority,110656189,20000000
C2_001016,Jaeman Tamba,P,47,Riau,Priority,295715555,20000000
C2_001017,Siska Tampubolon,L,56,Sumatera Utara,Priority,531945257,50000000
C2_001018,Purwanto Agustina,L,63,DKI Jakarta,Priority,605814773,20000000
C2_001019,Nova Uwais,L,62,Sumatera Barat,Priority,666258596,50000000
C2_001020,Hana Prabowo,L,53,Riau,Priority,577049491,50000000
C2_001021,Unjani Astuti,P,55,Sulawesi Selatan,Priority,358400674,20000000
C2_001022,Ifa Utami,P,49,Jawa Barat,Priority,234907189,50000000
C2_001023,Gawati Agustina,L,26,DKI Jakarta,Priority,138800582,100000000
C2_001024,Cahyo Jailani,P,46,DI Yogyakarta,Priority,631091681,50000000
C2_001025,Nugraha Kusumo,P,61,Riau,Priority,108916101,100000000
C2_001026,Wulan Firmansyah,P,39,Bali,Priority,170268137,20000000
C2_001027,Budi Natsir,L,30,Sulawesi Selatan,Priority,687947311,20000000
C2_001028,Kamila Aryani,P,57,Sumatera Barat,Priority,778690141,20000000
C2_001029,Salman Budiyanto,L,35,Sumatera Utara,Priority,986093121,20000000
"C2_001030,""Dr. Dewi Mansur, M.Ak"",L,36,Jawa Timur,Priority,647017359,20000000"
C2_001031,Gilang Astuti,L,48,Jawa Timur,Priority,871646708,50000000
C2_001032,Balidin Agustina,P,27,Bali,Priority,289957869,20000000
"C2_001033,""KH. Edward Tamba, M.Ak"",P,54,Bali,Priority,562392727,20000000"
C2_001034,Eva Wijaya,L,43,Jawa Timur,Priority,152082456,20000000
C2_001035,Dimas Hastuti,P,31,Sumatera Barat,Priority,586270476,100000000
"C2_001036,""Capa Iswahyudi, S.Farm"",L,36,Jawa Tengah,Priority,951387382,50000000"
C2_001037,dr. Nasab Yulianti,L,53,Riau,Priority,973961800,20000000
"C2_001038,""Farah Saragih, S.Farm"",L,32,Jawa Timur,Priority,273462301,20000000"
"C2_001039,""H. Saka Wastuti, S.H."",L,45,Riau,Priority,570246718,50000000"
C2_001040,Opung Nashiruddin,P,37,Jawa Timur,Priority,259679527,100000000
