transaction_id;customer_id;full_name;product_name;channel;branch_id;province;transaction_date;amount;is_outlier;gender;age;segment;avg_balance;cc_limit
T2_001792;C2_001094;Elvina Prastuti;Kredit Konsumer;Internet Banking;B2_025;DKI Jakarta;25/07/2025;375541053;FALSE;P;27;Priority;916572426;50000000
T2_001674;C2_000505;Jefri Pudjiastuti;Kredit Konsumer;EDC;B2_008;Jawa Barat;31/03/2023;218861297;FALSE;P;57;Priority;500986240;20000000
T2_000429;C2_002676;Gading Mustofa;Deposito;Internet Banking;B2_012;Sumatera Utara;14/06/2023;350149034;FALSE;L;57;Priority;227549047;50000000
T2_002613;C2_002676;Gading Mustofa;Deposito;Mobile Banking;B2_019;Sumatera Utara;11/09/2024;342067544;FALSE;L;57;Priority;227549047;50000000
T2_000950;C2_000506;Azalea Widodo;Kredit Konsumer;ATM;B2_022;DKI Jakarta;16/08/2025;186478544;FALSE;P;49;Priority;401274819;50000000
T2_000430;C2_002869;Drs. Ira Thamrin, M.Farm;Kredit Konsumer;ATM;B2_016;Jawa Tengah;21/01/2025;374179786;FALSE;P;33;Priority;69424667;20000000
T2_001695;C2_002869;Drs. Ira Thamrin, M.Farm;Tabungan;Mobile Banking;B2_017;Jawa Tengah;06/02/2023;170278654;FALSE;P;33;Priority;69424667;20000000
T2_000431;C2_000522;Amalia Halimah;Kredit Konsumer;Mobile Banking;B2_011;Riau;03/09/2023;170084734;FALSE;P;53;Priority;192926923;100000000
T2_001668;C2_000522;Amalia Halimah;Deposito;EDC;B2_024;Riau;30/04/2024;115276975;FALSE;P;53;Priority;192926923;100000000
T2_000432;C2_001281;Vinsen Utama;Kartu Kredit;ATM;B2_011;Riau;09/11/2024;95393596;FALSE;L;48;Priority;436949922;50000000
T2_000433;C2_001281;Vinsen Utama;Deposito;Teller;B2_019;Riau;23/08/2023;431214594;FALSE;L;48;Priority;436949922;50000000
T2_002362;C2_001281;Vinsen Utama;Kredit Konsumer;EDC;B2_004;Riau;01/11/2024;353114981;FALSE;L;48;Priority;436949922;50000000
T2_002878;C2_001281;Vinsen Utama;Deposito;Mobile Banking;B2_005;Riau;06/07/2025;427016555;FALSE;L;48;Priority;436949922;50000000
T2_000751;C2_000510;Queen Yulianti;Tabungan;Teller;B2_016;Jawa Timur;26/01/2025;479438420;FALSE;L;37;Priority;733379453;100000000
T2_000434;C2_002607;Ida Purwanti;Kredit Mikro;ATM;B2_029;Jawa Tengah;07/07/2023;307285239;FALSE;L;64;Priority;373104748;50000000
T2_001500;C2_002607;Ida Purwanti;Kartu Kredit;ATM;B2_008;Jawa Tengah;13/12/2024;209995583;FALSE;L;64;Priority;373104748;50000000
T2_000435;C2_002043;Sutan Adikara Gunawan, S.Ked;Deposito;Internet Banking;B2_028;DKI Jakarta;28/02/2024;58926246;FALSE;L;52;Priority;463974961;100000000
T2_001061;C2_000512;Najwa Suryatmi;Kredit Konsumer;ATM;B2_023;Jawa Tengah;17/01/2025;377703762;FALSE;L;63;Priority;581954765;50000000
T2_000436;C2_002715;Asirwada Simbolon;Kredit Mikro;Teller;B2_026;Riau;19/02/2025;403219434;FALSE;P;48;Priority;187249505;20000000
T2_000624;C2_002715;Asirwada Simbolon;Tabungan;Teller;B2_018;Riau;14/01/2024;92281792;FALSE;P;48;Priority;187249505;20000000
T2_001707;C2_002715;Asirwada Simbolon;Kartu Kredit;ATM;B2_001;Riau;15/04/2025;403377405;FALSE;P;48;Priority;187249505;20000000
T2_000437;C2_000665;Patricia Farida;Kartu Kredit;ATM;B2_028;Riau;05/04/2025;34136055;FALSE;L;31;Priority;655967960;100000000
T2_002701;C2_000665;Patricia Farida;Kartu Kredit;Teller;B2_020;Riau;24/01/2023;403234436;FALSE;L;31;Priority;655967960;100000000
T2_000438;C2_002663;Bella Mulyani;Tabungan;EDC;B2_012;Sulawesi Selatan;09/02/2023;235870763;FALSE;P;30;Priority;201245740;50000000
T2_002299;C2_002663;Bella Mulyani;Deposito;ATM;B2_023;Sulawesi Selatan;30/03/2024;130209764;FALSE;P;30;Priority;201245740;50000000
T2_001841;C2_000515;Tgk. Janet Hartati;Deposito;EDC;B2_020;Jawa Timur;25/10/2024;112379048;FALSE;P;40;Priority;873178487;50000000
T2_000439;C2_000906;Drs. Maida Irawan;Kartu Kredit;EDC;B2_005;Sumatera Utara;12/06/2025;428087660;FALSE;L;48;Priority;656846282;100000000
T2_001008;C2_000906;Drs. Maida Irawan;Kartu Kredit;EDC;B2_025;Sumatera Utara;18/09/2024;328509217;FALSE;L;48;Priority;656846282;100000000
T2_001078;C2_000906;Drs. Maida Irawan;Kartu Kredit;Teller;B2_028;Sumatera Utara;16/08/2024;207314123;FALSE;L;48;Priority;656846282;100000000
T2_000767;C2_000516;Eva Puspita;Tabungan;Mobile Banking;B2_007;Bali;20/05/2024;413059353;FALSE;L;54;Priority;995650038;20000000
T2_000441;C2_002440;Gabriella Siregar, S.E.I;Kredit Mikro;Internet Banking;B2_002;Riau;04/06/2025;298584315;FALSE;P;29;Priority;487861980;20000000
T2_002411;C2_000518;Drs. Dewi Hutagalung, M.Farm;Deposito;ATM;B2_028;Bali;19/06/2024;283556662;FALSE;P;46;Priority;856919925;50000000
T2_000442;C2_000993;Balidin Firmansyah;Kartu Kredit;Mobile Banking;B2_028;Sulawesi Selatan;06/02/2024;116844256;FALSE;L;38;Priority;538735035;50000000
T2_000443;C2_000958;Yunita Mulyani, S.Gz;Kredit Konsumer;Internet Banking;B2_012;DKI Jakarta;02/11/2024;135694939;FALSE;P;55;Priority;689677305;50000000
T2_002764;C2_000958;Yunita Mulyani, S.Gz;Kredit Mikro;ATM;B2_025;DKI Jakarta;13/09/2023;420892063;FALSE;P;55;Priority;689677305;50000000
T2_000444;C2_000925;Drs. Widya Simanjuntak;Kartu Kredit;ATM;B2_014;Riau;04/07/2024;344630438;FALSE;L;54;Priority;230108449;20000000
T2_001575;C2_000925;Drs. Widya Simanjuntak;Kredit Konsumer;EDC;B2_004;Riau;12/07/2024;121264069;FALSE;L;54;Priority;230108449;20000000
T2_000446;C2_002035;Drs. Keisha Saptono;Kredit Mikro;EDC;B2_022;Sumatera Utara;11/03/2025;63211807;FALSE;L;57;Priority;480198037;20000000
T2_001586;C2_002035;Drs. Keisha Saptono;Kartu Kredit;Teller;B2_020;Sumatera Utara;09/02/2023;25125305;FALSE;L;57;Priority;480198037;20000000
T2_000447;C2_002922;Olivia Hutagalung;Kartu Kredit;Mobile Banking;B2_030;DKI Jakarta;22/01/2024;397184063;FALSE;P;62;Priority;297458272;50000000
T2_001063;C2_002922;Olivia Hutagalung;Deposito;Teller;B2_006;DKI Jakarta;17/11/2023;390577458;FALSE;P;62;Priority;297458272;50000000
T2_002106;C2_000524;Salsabila Wibowo;Kredit Konsumer;Teller;B2_020;Bali;08/02/2025;447467633;FALSE;P;35;Priority;497543717;50000000
T2_000449;C2_001585;Estiono Puspasari;Deposito;Teller;B2_015;Sumatera Utara;24/06/2025;332791155;FALSE;P;35;Priority;712455258;50000000
T2_000529;C2_000526;Eva Januar;Kartu Kredit;EDC;B2_015;Sumatera Barat;22/05/2023;365626552;FALSE;P;57;Priority;926502687;20000000
T2_000450;C2_000682;Eva Hutasoit;Kredit Konsumer;Teller;B2_028;Sumatera Utara;15/02/2024;403996995;FALSE;P;38;Priority;334540611;50000000
T2_002925;C2_000682;Eva Hutasoit;Kartu Kredit;ATM;B2_017;Sumatera Utara;12/02/2024;94660008;FALSE;P;38;Priority;334540611;50000000
T2_002195;C2_000527;Drs. Umaya Adriansyah, M.Farm;Deposito;ATM;B2_013;Jawa Timur;12/08/2023;372427122;FALSE;P;58;Priority;569362216;50000000
T2_000451;C2_000630;Dt. Dimaz Simanjuntak, M.Farm;Kredit Konsumer;ATM;B2_017;Riau;22/01/2023;464352034;FALSE;L;43;Priority;901693272;100000000
T2_002220;C2_000528;Ir. Vera Nuraini, S.Pt;Deposito;Mobile Banking;B2_027;Jawa Timur;24/10/2023;3204953;FALSE;L;63;Priority;966005347;100000000
T2_000452;C2_001857;Vera Suryono, S.T.;Kredit Konsumer;EDC;B2_003;Sulawesi Selatan;23/12/2023;423164624;FALSE;P;32;Priority;906545830;100000000
T2_000454;C2_001620;Limar Susanti;Kredit Konsumer;EDC;B2_028;Jawa Timur;20/03/2025;159384169;FALSE;P;45;Priority;451272566;20000000
T2_000455;C2_002594;dr. Mulyono Winarsih;Deposito;Mobile Banking;B2_007;Jawa Tengah;09/11/2023;62491428;FALSE;L;27;Priority;548545517;100000000
T2_001140;C2_002594;dr. Mulyono Winarsih;Kredit Konsumer;Mobile Banking;B2_010;Jawa Tengah;15/02/2023;455928118;FALSE;L;27;Priority;548545517;100000000
T2_001318;C2_002594;dr. Mulyono Winarsih;Kredit Konsumer;Mobile Banking;B2_006;Jawa Tengah;14/09/2024;104068351;FALSE;L;27;Priority;548545517;100000000
T2_002428;C2_002594;dr. Mulyono Winarsih;Tabungan;ATM;B2_006;Jawa Tengah;05/02/2025;168608348;FALSE;L;27;Priority;548545517;100000000
T2_001032;C2_000532;Cahyanto Irawan;Kartu Kredit;ATM;B2_023;Riau;22/12/2024;358281899;FALSE;P;29;Priority;847994139;100000000
T2_001171;C2_000532;Cahyanto Irawan;Tabungan;Internet Banking;B2_023;Riau;10/04/2025;241825371;FALSE;P;29;Priority;847994139;100000000
T2_000456;C2_001377;Clara Tamba;Tabungan;ATM;B2_020;Sumatera Barat;12/12/2023;23922939;FALSE;P;61;Priority;541968671;100000000
T2_001665;C2_001377;Clara Tamba;Tabungan;Mobile Banking;B2_010;Sumatera Barat;28/02/2023;3419733;FALSE;P;61;Priority;541968671;100000000
T2_002527;C2_001377;Clara Tamba;Kartu Kredit;Mobile Banking;B2_014;Sumatera Barat;02/10/2023;272852930;FALSE;P;61;Priority;541968671;100000000
T2_000457;C2_002574;Kenzie Pratiwi;Tabungan;Internet Banking;B2_029;Jawa Barat;28/08/2025;193202649;FALSE;P;58;Priority;315971300;100000000
T2_000613;C2_000534;Argono Damanik;Tabungan;Teller;B2_022;Sumatera Barat;27/04/2024;4790005;FALSE;P;43;Priority;757544244;50000000
T2_000458;C2_002997;Hj. Janet Mayasari, S.T.;Deposito;EDC;B2_030;Jawa Timur;08/06/2024;234176495;FALSE;P;46;Priority;331802242;20000000
T2_000459;C2_001356;Bala Situmorang;Tabungan;Internet Banking;B2_012;Sulawesi Selatan;02/02/2023;211829456;FALSE;P;26;Priority;646000031;50000000
T2_002753;C2_001356;Bala Situmorang;Deposito;Mobile Banking;B2_022;Sulawesi Selatan;31/08/2023;137559350;FALSE;P;26;Priority;646000031;50000000
T2_000460;C2_001227;Wardi Hardiansyah, S.T.;Tabungan;Teller;B2_007;Jawa Barat;29/09/2023;113114017;FALSE;L;28;Priority;333630312;20000000
T2_000462;C2_000776;Ellis Palastri;Kartu Kredit;Teller;B2_022;DI Yogyakarta;19/10/2024;113028871;FALSE;L;37;Priority;811413821;50000000
T2_001417;C2_000776;Ellis Palastri;Kredit Mikro;Teller;B2_012;DI Yogyakarta;17/01/2023;295004461;FALSE;L;37;Priority;811413821;50000000
T2_002496;C2_000776;Ellis Palastri;Deposito;EDC;B2_016;DI Yogyakarta;13/02/2024;140923597;FALSE;L;37;Priority;811413821;50000000
T2_002592;C2_000539;Halima Suartini;Kartu Kredit;ATM;B2_001;Sulawesi Selatan;20/01/2024;49016513;FALSE;L;28;Priority;386190992;100000000
T2_000464;C2_001413;Cornelia Rahmawati;Kredit Mikro;Teller;B2_029;Bali;30/05/2023;124722816;FALSE;L;35;Priority;407769355;100000000
T2_000678;C2_001413;Cornelia Rahmawati;Deposito;EDC;B2_016;Bali;15/12/2024;263627678;FALSE;L;35;Priority;407769355;100000000
T2_002932;C2_001413;Cornelia Rahmawati;Tabungan;ATM;B2_026;Bali;25/09/2024;131852001;FALSE;L;35;Priority;407769355;100000000
T2_000880;C2_000541;Jayeng Usamah;Tabungan;EDC;B2_030;DKI Jakarta;17/08/2024;389081013;FALSE;L;39;Priority;847254194;100000000
T2_000466;C2_000640;Dt. Gara Nababan, S.Ked;Tabungan;Teller;B2_029;Jawa Timur;10/12/2023;350311207;FALSE;L;57;Priority;998116491;20000000
T2_001373;C2_000640;Dt. Gara Nababan, S.Ked;Kredit Mikro;Teller;B2_015;Jawa Timur;09/07/2025;197830193;FALSE;L;57;Priority;998116491;20000000
T2_002133;C2_000640;Dt. Gara Nababan, S.Ked;Kredit Mikro;ATM;B2_021;Jawa Timur;12/11/2023;296248274;FALSE;L;57;Priority;998116491;20000000
T2_001160;C2_000543;H. Empluk Rahayu, M.Farm;Kartu Kredit;Mobile Banking;B2_024;Sulawesi Selatan;13/01/2025;59466946;FALSE;L;43;Priority;998522940;100000000
T2_000467;C2_000735;R. Ifa Novitasari, M.M.;Deposito;EDC;B2_018;Jawa Barat;16/02/2025;142241203;FALSE;P;38;Priority;705747745;100000000
T2_001458;C2_000735;R. Ifa Novitasari, M.M.;Kartu Kredit;Mobile Banking;B2_005;Jawa Barat;26/08/2023;379687886;FALSE;P;38;Priority;705747745;100000000
T2_000468;C2_002115;T. Kariman Andriani;Kredit Konsumer;ATM;B2_002;Jawa Tengah;27/01/2025;398327247;FALSE;L;56;Priority;459361849;20000000
T2_000469;C2_001174;Eluh Narpati;Kredit Mikro;EDC;B2_016;DI Yogyakarta;06/09/2023;373668657;FALSE;L;51;Priority;701232904;50000000
T2_000599;C2_001174;Eluh Narpati;Kredit Konsumer;Internet Banking;B2_005;DI Yogyakarta;29/11/2023;348202785;FALSE;L;51;Priority;701232904;50000000
T2_002522;C2_000546;Enteng Dongoran;Tabungan;ATM;B2_009;Jawa Barat;10/12/2024;440867405;FALSE;L;58;Priority;517053555;20000000
T2_000470;C2_001158;Ir. Hasna Yolanda;Tabungan;Teller;B2_011;Sulawesi Selatan;08/12/2023;354352897;FALSE;L;49;Priority;210913657;50000000
T2_000915;C2_000547;Jessica Mangunsong, S.Farm;Deposito;EDC;B2_023;DI Yogyakarta;29/03/2023;230821592;FALSE;P;40;Priority;816881333;100000000
T2_000471;C2_000856;drg. Harjaya Tarihoran;Kartu Kredit;ATM;B2_026;Jawa Tengah;03/06/2023;339587891;FALSE;L;36;Priority;599152388;20000000
T2_001898;C2_000856;drg. Harjaya Tarihoran;Deposito;EDC;B2_012;Jawa Tengah;17/05/2023;396072094;FALSE;L;36;Priority;599152388;20000000
T2_001388;C2_000548;R.M. Laswi Waskita, S.Farm;Kredit Konsumer;EDC;B2_029;Sumatera Utara;08/05/2024;470537224;FALSE;P;61;Priority;205087272;100000000
T2_000472;C2_001435;R. Kani Yulianti;Kredit Mikro;Teller;B2_030;DKI Jakarta;30/06/2023;485725447;FALSE;P;49;Priority;144113957;20000000
T2_000832;C2_000549;Kayla Nuraini;Deposito;Internet Banking;B2_024;DKI Jakarta;17/06/2025;409912192;FALSE;L;60;Priority;770193339;50000000
T2_001207;C2_000549;Kayla Nuraini;Deposito;EDC;B2_027;DKI Jakarta;17/09/2023;415051406;FALSE;L;60;Priority;770193339;50000000
T2_001224;C2_000549;Kayla Nuraini;Kredit Mikro;Teller;B2_029;DKI Jakarta;14/04/2023;204005843;FALSE;L;60;Priority;770193339;50000000
T2_000473;C2_001237;Wakiman Budiyanto;Tabungan;ATM;B2_027;Sulawesi Selatan;25/07/2024;319877269;FALSE;L;42;Priority;941700314;20000000
T2_001006;C2_001237;Wakiman Budiyanto;Kartu Kredit;Internet Banking;B2_028;Sulawesi Selatan;18/02/2025;225259404;FALSE;L;42;Priority;941700314;20000000
T2_001836;C2_001237;Wakiman Budiyanto;Kredit Mikro;Internet Banking;B2_026;Sulawesi Selatan;11/08/2023;254150088;FALSE;L;42;Priority;941700314;20000000
T2_002629;C2_001237;Wakiman Budiyanto;Deposito;Mobile Banking;B2_004;Sulawesi Selatan;02/06/2024;116702149;FALSE;L;42;Priority;941700314;20000000
T2_000474;C2_001573;Juli Prasasta, M.Ak;Kredit Konsumer;Internet Banking;B2_019;Sulawesi Selatan;09/10/2024;452185529;FALSE;P;25;Priority;51160188;20000000
T2_001457;C2_001573;Juli Prasasta, M.Ak;Deposito;Teller;B2_028;Sulawesi Selatan;31/01/2025;25186005;FALSE;P;25;Priority;51160188;20000000
T2_000475;C2_001525;H. Hasan Dongoran, S.T.;Deposito;ATM;B2_027;DI Yogyakarta;21/01/2024;331239159;FALSE;P;34;Priority;625215997;50000000
T2_002379;C2_001525;H. Hasan Dongoran, S.T.;Kredit Konsumer;Internet Banking;B2_022;DI Yogyakarta;28/11/2024;429914802;FALSE;P;34;Priority;625215997;50000000
T2_002471;C2_001525;H. Hasan Dongoran, S.T.;Kartu Kredit;Mobile Banking;B2_028;DI Yogyakarta;24/03/2024;23983755;FALSE;P;34;Priority;625215997;50000000
T2_000476;C2_002681;Qori Mulyani;Tabungan;Internet Banking;B2_006;Jawa Timur;02/02/2023;184268122;FALSE;P;54;Priority;510941412;50000000
T2_002369;C2_000553;Jail Wijayanti;Tabungan;ATM;B2_025;Jawa Barat;03/08/2023;152784515;FALSE;P;33;Priority;275212074;100000000
T2_000478;C2_002851;Lidya Firmansyah;Kredit Mikro;ATM;B2_024;Sumatera Utara;14/08/2023;295756431;FALSE;L;40;Priority;70512786;100000000
T2_001727;C2_002851;Lidya Firmansyah;Kredit Konsumer;ATM;B2_012;Sumatera Utara;29/12/2024;223496501;FALSE;L;40;Priority;70512786;100000000
T2_002214;C2_000555;Maria Prakasa;Deposito;Mobile Banking;B2_020;Sumatera Barat;29/08/2023;32648588;FALSE;L;57;Priority;491315388;100000000
T2_000480;C2_001572;Ganda Rajasa, M.Farm;Kredit Konsumer;ATM;B2_013;Jawa Tengah;27/12/2023;260750809;FALSE;P;41;Priority;995339720;50000000
T2_000482;C2_001783;Drs. Rahmi Uyainah;Kredit Konsumer;ATM;B2_008;Riau;27/02/2025;462545401;FALSE;L;56;Priority;131732166;20000000
T2_001099;C2_001783;Drs. Rahmi Uyainah;Kartu Kredit;Teller;B2_011;Riau;02/06/2024;442918476;FALSE;L;56;Priority;131732166;20000000
T2_001169;C2_001783;Drs. Rahmi Uyainah;Deposito;Internet Banking;B2_027;Riau;27/02/2025;175944733;FALSE;L;56;Priority;131732166;20000000
T2_001782;C2_001783;Drs. Rahmi Uyainah;Kartu Kredit;Teller;B2_005;Riau;01/10/2024;416707967;FALSE;L;56;Priority;131732166;20000000
T2_000750;C2_000559;Umi Aryani, M.Farm;Tabungan;Mobile Banking;B2_030;Sumatera Utara;25/06/2023;43650464;FALSE;P;57;Priority;61158547;50000000
T2_000483;C2_001242;Teddy Uwais, S.Pd;Tabungan;Mobile Banking;B2_005;Bali;12/01/2024;157252928;FALSE;P;47;Priority;810844986;100000000
T2_000909;C2_001242;Teddy Uwais, S.Pd;Tabungan;ATM;B2_010;Bali;19/07/2023;484172234;FALSE;P;47;Priority;810844986;100000000
T2_002890;C2_001242;Teddy Uwais, S.Pd;Kartu Kredit;Teller;B2_011;Bali;24/03/2025;473015502;FALSE;P;47;Priority;810844986;100000000
T2_000484;C2_001404;Hartaka Pudjiastuti, S.Kom;Kartu Kredit;EDC;B2_025;DKI Jakarta;13/07/2024;415287277;FALSE;P;56;Priority;594572883;100000000
T2_000692;C2_001404;Hartaka Pudjiastuti, S.Kom;Kredit Mikro;Mobile Banking;B2_005;DKI Jakarta;15/10/2023;81959384;FALSE;P;56;Priority;594572883;100000000
T2_001946;C2_001404;Hartaka Pudjiastuti, S.Kom;Kredit Konsumer;Internet Banking;B2_012;DKI Jakarta;20/02/2024;387865888;FALSE;P;56;Priority;594572883;100000000
T2_000485;C2_001200;Gaiman Pradipta;Kredit Konsumer;ATM;B2_001;Jawa Timur;19/06/2025;61677973;FALSE;P;44;Priority;972593712;20000000
T2_001865;C2_000562;Rahman Hidayanto;Kartu Kredit;ATM;B2_025;Sumatera Barat;27/12/2024;296017945;FALSE;P;54;Priority;643139017;100000000
T2_001939;C2_000562;Rahman Hidayanto;Kredit Mikro;Mobile Banking;B2_020;Sumatera Barat;12/09/2023;292201298;FALSE;P;54;Priority;643139017;100000000
T2_000486;C2_002259;Azalea Pradipta, S.Farm;Kartu Kredit;ATM;B2_020;Sumatera Utara;12/06/2024;303449178;FALSE;P;57;Priority;305056033;50000000
T2_002002;C2_002259;Azalea Pradipta, S.Farm;Kredit Konsumer;Mobile Banking;B2_007;Sumatera Utara;31/01/2025;82865561;FALSE;P;57;Priority;305056033;50000000
T2_000489;C2_002536;Sutan Cahyono Wahyuni;Kartu Kredit;ATM;B2_009;Riau;24/07/2023;98462176;FALSE;L;64;Priority;130841058;20000000
T2_000492;C2_002371;Eko Nugroho, S.IP;Tabungan;Internet Banking;B2_024;Jawa Timur;01/04/2025;31421074;FALSE;L;38;Priority;136064231;20000000
T2_002395;C2_000569;Talia Padmasari;Kredit Konsumer;ATM;B2_003;Riau;11/01/2023;134813707;FALSE;L;26;Priority;951905871;20000000
T2_002845;C2_000570;H. Danang Wacana, S.Psi;Tabungan;ATM;B2_028;Bali;27/05/2025;331064560;FALSE;L;54;Priority;84851369;20000000
T2_000494;C2_001511;R. Lukita Narpati;Deposito;EDC;B2_006;Jawa Tengah;12/06/2024;195757756;FALSE;L;33;Priority;216024412;20000000
T2_000649;C2_001511;R. Lukita Narpati;Tabungan;Mobile Banking;B2_026;Jawa Tengah;06/06/2023;84553135;FALSE;L;33;Priority;216024412;20000000
T2_002494;C2_001511;R. Lukita Narpati;Tabungan;EDC;B2_008;Jawa Tengah;30/06/2024;224451231;FALSE;L;33;Priority;216024412;20000000
T2_000495;C2_002125;Hafshah Fujiati;Tabungan;Internet Banking;B2_027;Sumatera Barat;12/08/2025;136008949;FALSE;P;62;Priority;682327532;50000000
T2_001195;C2_002125;Hafshah Fujiati;Tabungan;Teller;B2_023;Sumatera Barat;07/06/2024;390187933;FALSE;P;62;Priority;682327532;50000000
T2_000496;C2_001959;Sakura Hakim;Kredit Mikro;ATM;B2_030;Jawa Barat;15/03/2023;19643096;FALSE;P;28;Priority;517315955;20000000
T2_000979;C2_001959;Sakura Hakim;Kredit Konsumer;Mobile Banking;B2_002;Jawa Barat;11/01/2025;474678735;FALSE;P;28;Priority;517315955;20000000
T2_001238;C2_000573;Putu Maheswara;Kredit Konsumer;Mobile Banking;B2_024;Sulawesi Selatan;23/08/2024;257902628;FALSE;L;59;Priority;202207373;20000000
T2_000497;C2_000976;R. Ratna Najmudin;Kredit Mikro;EDC;B2_030;Jawa Tengah;01/05/2024;147348037;FALSE;L;30;Priority;985516509;20000000
T2_001909;C2_000976;R. Ratna Najmudin;Tabungan;Teller;B2_011;Jawa Tengah;27/02/2025;323395734;FALSE;L;30;Priority;985516509;20000000
T2_000926;C2_000574;Rudi Andriani;Kredit Mikro;Mobile Banking;B2_018;Bali;16/02/2024;25367736;FALSE;L;35;Priority;263891300;50000000
T2_000498;C2_002051;Kani Narpati;Kartu Kredit;Internet Banking;B2_009;Riau;26/09/2024;417841135;FALSE;L;60;Priority;982632976;50000000
T2_002288;C2_000575;Zelaya Utami, M.Pd;Deposito;ATM;B2_007;Sumatera Utara;11/12/2024;395910929;FALSE;P;56;Priority;763081625;50000000
T2_000499;C2_002586;Patricia Ramadan;Kartu Kredit;Mobile Banking;B2_022;DKI Jakarta;02/12/2024;166726974;FALSE;L;59;Priority;388835697;100000000
T2_000749;C2_002586;Patricia Ramadan;Kredit Konsumer;Teller;B2_022;DKI Jakarta;30/11/2024;336841724;FALSE;L;59;Priority;388835697;100000000
T2_002329;C2_002586;Patricia Ramadan;Deposito;Teller;B2_019;DKI Jakarta;01/08/2024;86631144;FALSE;L;59;Priority;388835697;100000000
T2_000604;C2_000576;Vinsen Maulana, S.IP;Tabungan;Mobile Banking;B2_015;Sumatera Utara;25/03/2023;367500570;FALSE;P;40;Priority;610466021;20000000
T2_000637;C2_000576;Vinsen Maulana, S.IP;Deposito;Internet Banking;B2_029;Sumatera Utara;01/06/2024;280941380;FALSE;P;40;Priority;610466021;20000000
T2_000500;C2_002999;H. Ghani Mustofa;Kredit Mikro;Internet Banking;B2_005;Sumatera Utara;06/03/2025;223542075;FALSE;L;56;Priority;633440456;100000000
T2_002301;C2_002999;H. Ghani Mustofa;Tabungan;EDC;B2_001;Sumatera Utara;14/03/2023;473495803;FALSE;L;56;Priority;633440456;100000000
T2_001936;C2_000577;Safina Rajasa;Kartu Kredit;ATM;B2_007;Riau;14/08/2025;54494350;FALSE;L;41;Priority;56664692;100000000
T2_001969;C2_000577;Safina Rajasa;Kredit Mikro;ATM;B2_018;Riau;16/08/2023;303053032;FALSE;L;41;Priority;56664692;100000000
T2_001035;C2_000578;Ajimat Maulana;Kredit Konsumer;EDC;B2_013;DI Yogyakarta;21/06/2023;427799447;FALSE;P;53;Priority;86269804;100000000
T2_001810;C2_000578;Ajimat Maulana;Tabungan;EDC;B2_002;DI Yogyakarta;03/02/2025;347941242;FALSE;P;53;Priority;86269804;100000000
T2_002465;C2_000578;Ajimat Maulana;Tabungan;Mobile Banking;B2_011;DI Yogyakarta;19/03/2023;349961951;FALSE;P;53;Priority;86269804;100000000
T2_002621;C2_000578;Ajimat Maulana;Kredit Konsumer;ATM;B2_005;DI Yogyakarta;01/09/2023;52514374;FALSE;P;53;Priority;86269804;100000000
T2_000502;C2_001848;Ira Nugroho;Tabungan;ATM;B2_003;DKI Jakarta;21/03/2024;256842363;FALSE;L;34;Priority;701429653;100000000
T2_000694;C2_001848;Ira Nugroho;Kartu Kredit;Teller;B2_005;DKI Jakarta;18/02/2025;55072505;FALSE;L;34;Priority;701429653;100000000
T2_000504;C2_002287;Dalima Riyanti;Tabungan;Mobile Banking;B2_012;Sulawesi Selatan;25/09/2023;20955214;FALSE;L;38;Priority;632721011;100000000
T2_001130;C2_002287;Dalima Riyanti;Kredit Konsumer;ATM;B2_022;Sulawesi Selatan;14/04/2025;259419311;FALSE;L;38;Priority;632721011;100000000
T2_001190;C2_002287;Dalima Riyanti;Kredit Mikro;EDC;B2_001;Sulawesi Selatan;19/06/2024;424242750;FALSE;L;38;Priority;632721011;100000000
T2_001745;C2_002287;Dalima Riyanti;Deposito;EDC;B2_010;Sulawesi Selatan;15/10/2023;377619311;FALSE;L;38;Priority;632721011;100000000
T2_001141;C2_000582;Edi Iswahyudi, M.Kom.;Deposito;Mobile Banking;B2_005;Jawa Barat;01/10/2024;414597943;FALSE;P;28;Priority;838776940;20000000
T2_000506;C2_002475;Caket Najmudin;Tabungan;Teller;B2_019;Riau;22/07/2024;382479866;FALSE;P;48;Priority;108075182;20000000
T2_001285;C2_002475;Caket Najmudin;Kredit Mikro;Teller;B2_016;Riau;28/07/2025;156648409;FALSE;P;48;Priority;108075182;20000000
T2_000886;C2_000583;Daryani Prabowo;Tabungan;Teller;B2_018;DI Yogyakarta;01/01/2023;342228194;FALSE;L;29;Priority;481633881;20000000
T2_000509;C2_001426;Reksa Lestari, M.Pd;Kredit Konsumer;ATM;B2_029;Riau;22/03/2024;469436126;FALSE;L;64;Priority;795379780;100000000
T2_002416;C2_000586;Cindy Winarno;Deposito;EDC;B2_020;Bali;11/08/2025;473361900;FALSE;P;25;Priority;935682478;50000000
T2_000510;C2_001541;drg. Himawan Simbolon;Kredit Konsumer;Internet Banking;B2_019;Sulawesi Selatan;12/01/2024;47832753;FALSE;L;63;Priority;462838474;100000000
T2_000511;C2_002669;Puti Oni Suryatmi;Tabungan;Teller;B2_019;Riau;05/11/2024;419593472;FALSE;P;37;Priority;677358853;100000000
T2_001053;C2_002669;Puti Oni Suryatmi;Kredit Mikro;Mobile Banking;B2_011;Riau;23/05/2024;12790031;FALSE;P;37;Priority;677358853;100000000
